id,State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI
260,Illinois,Tazewell,2020.0,366.0,366.0,0.0,0.0,0.0,0.0,0.0,26.0
261,Illinois,Wabash,2020.0,364.0,359.0,5.0,0.0,0.0,0.0,0.0,74.0
262,Illinois,Will,2020.0,363.0,262.0,97.0,3.0,1.0,0.0,0.0,155.0
263,Illinois,Winnebago,2020.0,366.0,284.0,81.0,1.0,0.0,0.0,0.0,101.0
264,Indiana,Allen,2020.0,366.0,296.0,68.0,2.0,0.0,0.0,0.0,120.0
265,Indiana,Bartholomew,2020.0,366.0,323.0,43.0,0.0,0.0,0.0,0.0,97.0
266,Indiana,Boone,2020.0,352.0,330.0,20.0,2.0,0.0,0.0,0.0,101.0
267,Indiana,Brown,2020.0,364.0,349.0,15.0,0.0,0.0,0.0,0.0,80.0
268,Indiana,Carroll,2020.0,364.0,352.0,12.0,0.0,0.0,0.0,0.0,100.0
269,Indiana,Clark,2020.0,366.0,269.0,97.0,0.0,0.0,0.0,0.0,91.0
270,Indiana,Daviess,2020.0,361.0,361.0,0.0,0.0,0.0,0.0,0.0,19.0
271,Indiana,Delaware,2020.0,365.0,330.0,35.0,0.0,0.0,0.0,0.0,97.0
272,Indiana,Dubois,2020.0,123.0,104.0,19.0,0.0,0.0,0.0,0.0,67.0
273,Indiana,Elkhart,2020.0,366.0,314.0,50.0,0.0,2.0,0.0,0.0,158.0
274,Indiana,Floyd,2020.0,366.0,350.0,15.0,1.0,0.0,0.0,0.0,143.0
275,Indiana,Gibson,2020.0,363.0,348.0,14.0,1.0,0.0,0.0,0.0,114.0
276,Indiana,Greene,2020.0,361.0,328.0,33.0,0.0,0.0,0.0,0.0,90.0
277,Indiana,Hamilton,2020.0,366.0,315.0,51.0,0.0,0.0,0.0,0.0,97.0
278,Indiana,Hendricks,2020.0,366.0,348.0,18.0,0.0,0.0,0.0,0.0,87.0
279,Indiana,Henry,2020.0,118.0,105.0,13.0,0.0,0.0,0.0,0.0,63.0
280,Indiana,Howard,2020.0,366.0,319.0,46.0,1.0,0.0,0.0,0.0,108.0
281,Indiana,Knox,2020.0,351.0,328.0,22.0,1.0,0.0,0.0,0.0,105.0
282,Indiana,LaPorte,2020.0,366.0,310.0,49.0,6.0,1.0,0.0,0.0,154.0
283,Indiana,Lake,2020.0,366.0,241.0,119.0,6.0,0.0,0.0,0.0,136.0
284,Indiana,Madison,2020.0,366.0,305.0,61.0,0.0,0.0,0.0,0.0,97.0
285,Indiana,Marion,2020.0,366.0,196.0,164.0,6.0,0.0,0.0,0.0,144.0
286,Indiana,Monroe,2020.0,357.0,315.0,42.0,0.0,0.0,0.0,0.0,69.0
287,Indiana,Perry,2020.0,366.0,352.0,13.0,1.0,0.0,0.0,0.0,105.0
288,Indiana,Porter,2020.0,366.0,287.0,69.0,9.0,1.0,0.0,0.0,151.0
289,Indiana,Posey,2020.0,355.0,336.0,18.0,1.0,0.0,0.0,0.0,112.0
290,Indiana,Shelby,2020.0,366.0,347.0,18.0,1.0,0.0,0.0,0.0,115.0
291,Indiana,Spencer,2020.0,122.0,106.0,16.0,0.0,0.0,0.0,0.0,63.0
292,Indiana,St. Joseph,2020.0,366.0,272.0,89.0,4.0,1.0,0.0,0.0,162.0
293,Indiana,Sullivan,2020.0,31.0,27.0,4.0,0.0,0.0,0.0,0.0,53.0
294,Indiana,Tippecanoe,2020.0,348.0,255.0,93.0,0.0,0.0,0.0,0.0,69.0
295,Indiana,Vanderburgh,2020.0,366.0,298.0,66.0,2.0,0.0,0.0,0.0,101.0
296,Indiana,Vigo,2020.0,366.0,295.0,70.0,1.0,0.0,0.0,0.0,112.0
297,Indiana,Wabash,2020.0,363.0,337.0,26.0,0.0,0.0,0.0,0.0,97.0
298,Indiana,Warrick,2020.0,366.0,347.0,17.0,2.0,0.0,0.0,0.0,112.0
299,Indiana,Whitley,2020.0,336.0,260.0,76.0,0.0,0.0,0.0,0.0,76.0
300,Iowa,Black Hawk,2020.0,366.0,311.0,55.0,0.0,0.0,0.0,0.0,91.0
301,Iowa,Bremer,2020.0,244.0,232.0,12.0,0.0,0.0,0.0,0.0,87.0
302,Iowa,Cerro Gordo,2020.0,122.0,120.0,2.0,0.0,0.0,0.0,0.0,60.0
303,Iowa,Clinton,2020.0,365.0,297.0,68.0,0.0,0.0,0.0,0.0,87.0
304,Iowa,Harrison,2020.0,242.0,223.0,19.0,0.0,0.0,0.0,0.0,87.0
305,Iowa,Johnson,2020.0,362.0,270.0,91.0,1.0,0.0,0.0,0.0,105.0
306,Iowa,Lee,2020.0,118.0,105.0,13.0,0.0,0.0,0.0,0.0,73.0
307,Iowa,Linn,2020.0,366.0,271.0,94.0,1.0,0.0,0.0,0.0,105.0
308,Iowa,Montgomery,2020.0,366.0,327.0,39.0,0.0,0.0,0.0,0.0,76.0
309,Iowa,Muscatine,2020.0,366.0,309.0,56.0,1.0,0.0,0.0,0.0,124.0
310,Iowa,Palo Alto,2020.0,366.0,327.0,39.0,0.0,0.0,0.0,0.0,87.0
311,Iowa,Polk,2020.0,366.0,308.0,56.0,0.0,2.0,0.0,0.0,186.0
312,Iowa,Pottawattamie,2020.0,124.0,110.0,14.0,0.0,0.0,0.0,0.0,77.0
313,Iowa,Scott,2020.0,366.0,230.0,133.0,2.0,1.0,0.0,0.0,155.0
314,Iowa,Van Buren,2020.0,366.0,337.0,29.0,0.0,0.0,0.0,0.0,87.0
315,Iowa,Woodbury,2020.0,122.0,110.0,12.0,0.0,0.0,0.0,0.0,79.0
316,Kansas,Chase,2020.0,101.0,98.0,3.0,0.0,0.0,0.0,0.0,58.0
317,Kansas,Ford,2020.0,302.0,297.0,5.0,0.0,0.0,0.0,0.0,79.0
318,Kansas,Johnson,2020.0,365.0,308.0,56.0,1.0,0.0,0.0,0.0,117.0
319,Kansas,Leavenworth,2020.0,366.0,356.0,10.0,0.0,0.0,0.0,0.0,77.0
320,Kansas,Neosho,2020.0,366.0,304.0,60.0,2.0,0.0,0.0,0.0,106.0
321,Kansas,Sedgwick,2020.0,366.0,321.0,42.0,3.0,0.0,0.0,0.0,114.0
322,Kansas,Shawnee,2020.0,366.0,296.0,66.0,2.0,2.0,0.0,0.0,169.0
323,Kansas,Sherman,2020.0,303.0,282.0,20.0,1.0,0.0,0.0,0.0,106.0
324,Kansas,Sumner,2020.0,366.0,286.0,77.0,3.0,0.0,0.0,0.0,117.0
325,Kansas,Trego,2020.0,365.0,326.0,38.0,1.0,0.0,0.0,0.0,147.0
326,Kansas,Wyandotte,2020.0,366.0,233.0,128.0,5.0,0.0,0.0,0.0,116.0
327,Kentucky,Bell,2020.0,263.0,256.0,7.0,0.0,0.0,0.0,0.0,71.0
328,Kentucky,Boone,2020.0,242.0,218.0,24.0,0.0,0.0,0.0,0.0,87.0
329,Kentucky,Boyd,2020.0,366.0,324.0,42.0,0.0,0.0,0.0,0.0,88.0
330,Kentucky,Bullitt,2020.0,240.0,224.0,15.0,1.0,0.0,0.0,0.0,115.0
331,Kentucky,Campbell,2020.0,366.0,306.0,60.0,0.0,0.0,0.0,0.0,93.0
332,Kentucky,Carter,2020.0,285.0,283.0,2.0,0.0,0.0,0.0,0.0,59.0
333,Kentucky,Christian,2020.0,320.0,288.0,32.0,0.0,0.0,0.0,0.0,83.0
334,Kentucky,Daviess,2020.0,366.0,308.0,57.0,1.0,0.0,0.0,0.0,105.0
335,Kentucky,Edmonson,2020.0,365.0,357.0,8.0,0.0,0.0,0.0,0.0,64.0
336,Kentucky,Fayette,2020.0,366.0,328.0,38.0,0.0,0.0,0.0,0.0,84.0
337,Kentucky,Greenup,2020.0,365.0,363.0,2.0,0.0,0.0,0.0,0.0,61.0
338,Kentucky,Hancock,2020.0,245.0,233.0,12.0,0.0,0.0,0.0,0.0,97.0
339,Kentucky,Hardin,2020.0,366.0,328.0,38.0,0.0,0.0,0.0,0.0,80.0
340,Kentucky,Henderson,2020.0,364.0,333.0,28.0,3.0,0.0,0.0,0.0,114.0
341,Kentucky,Jefferson,2020.0,366.0,239.0,120.0,7.0,0.0,0.0,0.0,115.0
342,Kentucky,Jessamine,2020.0,364.0,353.0,11.0,0.0,0.0,0.0,0.0,77.0
343,Kentucky,Livingston,2020.0,248.0,235.0,12.0,1.0,0.0,0.0,0.0,105.0
344,Kentucky,McCracken,2020.0,366.0,299.0,66.0,1.0,0.0,0.0,0.0,111.0
345,Kentucky,Morgan,2020.0,365.0,361.0,4.0,0.0,0.0,0.0,0.0,64.0
346,Kentucky,Oldham,2020.0,239.0,218.0,21.0,0.0,0.0,0.0,0.0,97.0
347,Kentucky,Perry,2020.0,364.0,335.0,29.0,0.0,0.0,0.0,0.0,99.0
348,Kentucky,Pike,2020.0,365.0,351.0,14.0,0.0,0.0,0.0,0.0,92.0
349,Kentucky,Pulaski,2020.0,283.0,265.0,18.0,0.0,0.0,0.0,0.0,77.0
350,Kentucky,Simpson,2020.0,221.0,217.0,4.0,0.0,0.0,0.0,0.0,67.0
351,Kentucky,Trigg,2020.0,362.0,350.0,12.0,0.0,0.0,0.0,0.0,84.0
352,Kentucky,Warren,2020.0,366.0,313.0,53.0,0.0,0.0,0.0,0.0,97.0
353,Kentucky,Washington,2020.0,364.0,352.0,12.0,0.0,0.0,0.0,0.0,77.0
354,Louisiana,Ascension,2020.0,364.0,350.0,14.0,0.0,0.0,0.0,0.0,100.0
355,Louisiana,Bossier,2020.0,362.0,312.0,49.0,1.0,0.0,0.0,0.0,105.0
356,Louisiana,Caddo,2020.0,349.0,317.0,31.0,1.0,0.0,0.0,0.0,126.0
357,Louisiana,Calcasieu,2020.0,352.0,259.0,92.0,1.0,0.0,0.0,0.0,116.0
358,Louisiana,East Baton Rouge,2020.0,366.0,305.0,58.0,3.0,0.0,0.0,0.0,119.0
359,Louisiana,Iberville,2020.0,366.0,321.0,42.0,3.0,0.0,0.0,0.0,136.0
360,Louisiana,Jefferson,2020.0,366.0,308.0,58.0,0.0,0.0,0.0,0.0,87.0
361,Louisiana,Lafayette,2020.0,364.0,274.0,89.0,1.0,0.0,0.0,0.0,120.0
362,Louisiana,Lafourche,2020.0,366.0,289.0,76.0,1.0,0.0,0.0,0.0,115.0
363,Louisiana,Livingston,2020.0,355.0,273.0,81.0,1.0,0.0,0.0,0.0,105.0
364,Louisiana,Orleans,2020.0,366.0,333.0,33.0,0.0,0.0,0.0,0.0,88.0
365,Louisiana,Ouachita,2020.0,362.0,343.0,18.0,1.0,0.0,0.0,0.0,111.0
366,Louisiana,Pointe Coupee,2020.0,362.0,343.0,19.0,0.0,0.0,0.0,0.0,100.0
367,Louisiana,Rapides,2020.0,121.0,111.0,9.0,1.0,0.0,0.0,0.0,103.0
368,Louisiana,St. Bernard,2020.0,357.0,291.0,66.0,0.0,0.0,0.0,0.0,91.0
369,Louisiana,St. Charles,2020.0,366.0,349.0,17.0,0.0,0.0,0.0,0.0,77.0
370,Louisiana,St. James,2020.0,366.0,360.0,6.0,0.0,0.0,0.0,0.0,90.0
371,Louisiana,St. John the Baptist,2020.0,351.0,341.0,10.0,0.0,0.0,0.0,0.0,80.0
372,Louisiana,St. Martin,2020.0,358.0,337.0,21.0,0.0,0.0,0.0,0.0,87.0
373,Louisiana,St. Tammany,2020.0,364.0,317.0,47.0,0.0,0.0,0.0,0.0,90.0
374,Louisiana,Tangipahoa,2020.0,121.0,110.0,11.0,0.0,0.0,0.0,0.0,64.0
375,Louisiana,Terrebonne,2020.0,120.0,110.0,10.0,0.0,0.0,0.0,0.0,74.0
376,Louisiana,West Baton Rouge,2020.0,366.0,298.0,65.0,3.0,0.0,0.0,0.0,101.0
377,Maine,Androscoggin,2020.0,360.0,344.0,16.0,0.0,0.0,0.0,0.0,66.0
378,Maine,Aroostook,2020.0,366.0,341.0,24.0,0.0,1.0,0.0,0.0,189.0
379,Maine,Cumberland,2020.0,366.0,320.0,46.0,0.0,0.0,0.0,0.0,97.0
380,Maine,Hancock,2020.0,366.0,339.0,26.0,1.0,0.0,0.0,0.0,105.0
381,Maine,Kennebec,2020.0,230.0,227.0,3.0,0.0,0.0,0.0,0.0,64.0
382,Maine,Knox,2020.0,148.0,142.0,6.0,0.0,0.0,0.0,0.0,71.0
383,Maine,Oxford,2020.0,324.0,313.0,11.0,0.0,0.0,0.0,0.0,65.0
384,Maine,Penobscot,2020.0,362.0,351.0,11.0,0.0,0.0,0.0,0.0,73.0
385,Maine,Washington,2020.0,348.0,346.0,2.0,0.0,0.0,0.0,0.0,61.0
386,Maine,York,2020.0,235.0,223.0,12.0,0.0,0.0,0.0,0.0,87.0
387,Maryland,Allegany,2020.0,156.0,156.0,0.0,0.0,0.0,0.0,0.0,9.0
388,Maryland,Anne Arundel,2020.0,355.0,328.0,25.0,2.0,0.0,0.0,0.0,108.0
389,Maryland,Baltimore,2020.0,365.0,306.0,57.0,2.0,0.0,0.0,0.0,105.0
390,Maryland,Baltimore (City),2020.0,363.0,326.0,37.0,0.0,0.0,0.0,0.0,97.0
391,Maryland,Calvert,2020.0,238.0,235.0,3.0,0.0,0.0,0.0,0.0,67.0
392,Maryland,Carroll,2020.0,242.0,225.0,17.0,0.0,0.0,0.0,0.0,84.0
393,Maryland,Cecil,2020.0,357.0,329.0,28.0,0.0,0.0,0.0,0.0,97.0
394,Maryland,Charles,2020.0,236.0,235.0,1.0,0.0,0.0,0.0,0.0,58.0
395,Maryland,Dorchester,2020.0,365.0,351.0,14.0,0.0,0.0,0.0,0.0,84.0
396,Maryland,Frederick,2020.0,237.0,217.0,20.0,0.0,0.0,0.0,0.0,90.0
397,Maryland,Garrett,2020.0,365.0,355.0,10.0,0.0,0.0,0.0,0.0,71.0
398,Maryland,Harford,2020.0,357.0,308.0,48.0,1.0,0.0,0.0,0.0,119.0
399,Maryland,Howard,2020.0,364.0,348.0,16.0,0.0,0.0,0.0,0.0,68.0
400,Maryland,Kent,2020.0,359.0,346.0,13.0,0.0,0.0,0.0,0.0,100.0
401,Maryland,Montgomery,2020.0,355.0,333.0,22.0,0.0,0.0,0.0,0.0,77.0
402,Maryland,Prince George's,2020.0,366.0,333.0,32.0,1.0,0.0,0.0,0.0,105.0
403,Maryland,Washington,2020.0,359.0,319.0,40.0,0.0,0.0,0.0,0.0,81.0
404,Massachusetts,Barnstable,2020.0,350.0,339.0,9.0,2.0,0.0,0.0,0.0,108.0
405,Massachusetts,Berkshire,2020.0,366.0,327.0,39.0,0.0,0.0,0.0,0.0,94.0
406,Massachusetts,Bristol,2020.0,366.0,315.0,48.0,3.0,0.0,0.0,0.0,119.0
407,Massachusetts,Dukes,2020.0,355.0,345.0,9.0,1.0,0.0,0.0,0.0,126.0
408,Massachusetts,Essex,2020.0,366.0,330.0,36.0,0.0,0.0,0.0,0.0,97.0
409,Massachusetts,Franklin,2020.0,365.0,315.0,50.0,0.0,0.0,0.0,0.0,96.0
410,Massachusetts,Hampden,2020.0,366.0,313.0,53.0,0.0,0.0,0.0,0.0,99.0
411,Massachusetts,Hampshire,2020.0,366.0,341.0,25.0,0.0,0.0,0.0,0.0,84.0
412,Massachusetts,Middlesex,2020.0,366.0,340.0,26.0,0.0,0.0,0.0,0.0,93.0
413,Massachusetts,Norfolk,2020.0,366.0,352.0,14.0,0.0,0.0,0.0,0.0,71.0
414,Massachusetts,Plymouth,2020.0,366.0,328.0,38.0,0.0,0.0,0.0,0.0,80.0
415,Massachusetts,Suffolk,2020.0,366.0,326.0,40.0,0.0,0.0,0.0,0.0,84.0
416,Massachusetts,Worcester,2020.0,366.0,319.0,47.0,0.0,0.0,0.0,0.0,90.0
417,Michigan,Allegan,2020.0,359.0,311.0,42.0,6.0,0.0,0.0,0.0,136.0
418,Michigan,Bay,2020.0,365.0,350.0,15.0,0.0,0.0,0.0,0.0,74.0
419,Michigan,Benzie,2020.0,262.0,244.0,16.0,1.0,1.0,0.0,0.0,164.0
420,Michigan,Berrien,2020.0,258.0,217.0,34.0,7.0,0.0,0.0,0.0,150.0
421,Michigan,Cass,2020.0,253.0,212.0,36.0,5.0,0.0,0.0,0.0,122.0
422,Michigan,Clinton,2020.0,256.0,244.0,12.0,0.0,0.0,0.0,0.0,93.0
423,Michigan,Genesee,2020.0,366.0,322.0,43.0,1.0,0.0,0.0,0.0,126.0
424,Michigan,Huron,2020.0,266.0,246.0,13.0,7.0,0.0,0.0,0.0,150.0
425,Michigan,Ingham,2020.0,366.0,329.0,36.0,0.0,1.0,0.0,0.0,151.0
426,Michigan,Kalamazoo,2020.0,323.0,269.0,48.0,6.0,0.0,0.0,0.0,115.0
427,Michigan,Kent,2020.0,366.0,303.0,55.0,7.0,1.0,0.0,0.0,153.0
428,Michigan,Keweenaw,2020.0,97.0,97.0,0.0,0.0,0.0,0.0,0.0,35.0
429,Michigan,Lenawee,2020.0,366.0,296.0,68.0,2.0,0.0,0.0,0.0,122.0
430,Michigan,Macomb,2020.0,299.0,258.0,29.0,12.0,0.0,0.0,0.0,126.0
431,Michigan,Manistee,2020.0,139.0,133.0,6.0,0.0,0.0,0.0,0.0,80.0
432,Michigan,Mason,2020.0,251.0,229.0,20.0,1.0,1.0,0.0,0.0,159.0
433,Michigan,Missaukee,2020.0,365.0,320.0,44.0,1.0,0.0,0.0,0.0,105.0
434,Michigan,Monroe,2020.0,366.0,363.0,3.0,0.0,0.0,0.0,0.0,66.0
435,Michigan,Muskegon,2020.0,248.0,210.0,32.0,6.0,0.0,0.0,0.0,143.0
436,Michigan,Oakland,2020.0,298.0,254.0,38.0,6.0,0.0,0.0,0.0,126.0
437,Michigan,Ottawa,2020.0,366.0,316.0,44.0,6.0,0.0,0.0,0.0,150.0
438,Michigan,Schoolcraft,2020.0,347.0,331.0,13.0,3.0,0.0,0.0,0.0,133.0
439,Michigan,St. Clair,2020.0,366.0,295.0,66.0,5.0,0.0,0.0,0.0,114.0
440,Michigan,Tuscola,2020.0,343.0,330.0,11.0,2.0,0.0,0.0,0.0,101.0
441,Michigan,Washtenaw,2020.0,366.0,292.0,68.0,5.0,1.0,0.0,0.0,157.0
442,Michigan,Wayne,2020.0,366.0,201.0,155.0,8.0,2.0,0.0,0.0,179.0
443,Michigan,Wexford,2020.0,356.0,341.0,15.0,0.0,0.0,0.0,0.0,100.0
444,Minnesota,Anoka,2020.0,366.0,325.0,41.0,0.0,0.0,0.0,0.0,87.0
445,Minnesota,Becker,2020.0,366.0,343.0,22.0,1.0,0.0,0.0,0.0,101.0
446,Minnesota,Beltrami,2020.0,359.0,348.0,11.0,0.0,0.0,0.0,0.0,73.0
447,Minnesota,Carlton,2020.0,354.0,351.0,3.0,0.0,0.0,0.0,0.0,84.0
448,Minnesota,Cass,2020.0,346.0,335.0,11.0,0.0,0.0,0.0,0.0,75.0
449,Minnesota,Cook,2020.0,345.0,343.0,2.0,0.0,0.0,0.0,0.0,53.0
450,Minnesota,Crow Wing,2020.0,359.0,348.0,11.0,0.0,0.0,0.0,0.0,76.0
451,Minnesota,Dakota,2020.0,366.0,323.0,42.0,1.0,0.0,0.0,0.0,135.0
452,Minnesota,Goodhue,2020.0,210.0,201.0,9.0,0.0,0.0,0.0,0.0,87.0
453,Minnesota,Hennepin,2020.0,366.0,274.0,90.0,1.0,1.0,0.0,0.0,156.0
454,Minnesota,Lake,2020.0,365.0,357.0,8.0,0.0,0.0,0.0,0.0,71.0
455,Minnesota,Lyon,2020.0,360.0,330.0,30.0,0.0,0.0,0.0,0.0,80.0
456,Minnesota,Mille Lacs,2020.0,245.0,240.0,5.0,0.0,0.0,0.0,0.0,87.0
457,Minnesota,Olmsted,2020.0,366.0,325.0,40.0,1.0,0.0,0.0,0.0,111.0
458,Minnesota,Ramsey,2020.0,366.0,318.0,47.0,0.0,1.0,0.0,0.0,160.0
459,Minnesota,Saint Louis,2020.0,366.0,334.0,31.0,1.0,0.0,0.0,0.0,104.0
460,Minnesota,Scott,2020.0,365.0,335.0,29.0,1.0,0.0,0.0,0.0,121.0
461,Minnesota,Stearns,2020.0,366.0,336.0,30.0,0.0,0.0,0.0,0.0,80.0
462,Minnesota,Washington,2020.0,366.0,361.0,5.0,0.0,0.0,0.0,0.0,77.0
463,Minnesota,Winona,2020.0,99.0,98.0,1.0,0.0,0.0,0.0,0.0,52.0
464,Minnesota,Wright,2020.0,357.0,321.0,35.0,1.0,0.0,0.0,0.0,112.0
465,Mississippi,Bolivar,2020.0,363.0,295.0,68.0,0.0,0.0,0.0,0.0,85.0
466,Mississippi,DeSoto,2020.0,365.0,309.0,56.0,0.0,0.0,0.0,0.0,100.0
467,Mississippi,Forrest,2020.0,361.0,274.0,87.0,0.0,0.0,0.0,0.0,97.0
468,Mississippi,Hancock,2020.0,351.0,288.0,63.0,0.0,0.0,0.0,0.0,88.0
469,Mississippi,Harrison,2020.0,352.0,263.0,88.0,1.0,0.0,0.0,0.0,101.0
470,Mississippi,Hinds,2020.0,366.0,249.0,116.0,1.0,0.0,0.0,0.0,114.0
471,Mississippi,Jackson,2020.0,356.0,291.0,65.0,0.0,0.0,0.0,0.0,84.0
472,Mississippi,Lauderdale,2020.0,252.0,252.0,0.0,0.0,0.0,0.0,0.0,50.0
473,Mississippi,Lee,2020.0,243.0,242.0,1.0,0.0,0.0,0.0,0.0,54.0
474,Mississippi,Yalobusha,2020.0,348.0,345.0,3.0,0.0,0.0,0.0,0.0,51.0
475,Missouri,Andrew,2020.0,245.0,225.0,20.0,0.0,0.0,0.0,0.0,77.0
476,Missouri,Boone,2020.0,244.0,235.0,9.0,0.0,0.0,0.0,0.0,93.0
477,Missouri,Buchanan,2020.0,365.0,304.0,60.0,1.0,0.0,0.0,0.0,126.0
478,Missouri,Callaway,2020.0,245.0,234.0,11.0,0.0,0.0,0.0,0.0,87.0
479,Missouri,Cass,2020.0,362.0,333.0,27.0,2.0,0.0,0.0,0.0,105.0
480,Missouri,Cedar,2020.0,352.0,320.0,32.0,0.0,0.0,0.0,0.0,99.0
481,Missouri,Clay,2020.0,364.0,313.0,50.0,1.0,0.0,0.0,0.0,101.0
482,Missouri,Clinton,2020.0,245.0,226.0,19.0,0.0,0.0,0.0,0.0,87.0
483,Missouri,Franklin,2020.0,366.0,362.0,4.0,0.0,0.0,0.0,0.0,94.0
484,Missouri,Greene,2020.0,364.0,320.0,43.0,1.0,0.0,0.0,0.0,116.0
485,Missouri,Iron,2020.0,366.0,338.0,28.0,0.0,0.0,0.0,0.0,100.0
486,Missouri,Jackson,2020.0,366.0,253.0,110.0,2.0,1.0,0.0,0.0,157.0
487,Missouri,Jasper,2020.0,366.0,320.0,46.0,0.0,0.0,0.0,0.0,82.0
488,Missouri,Jefferson,2020.0,366.0,320.0,44.0,2.0,0.0,0.0,0.0,141.0
489,Missouri,Lincoln,2020.0,245.0,228.0,16.0,1.0,0.0,0.0,0.0,108.0
490,Missouri,Monroe,2020.0,366.0,360.0,6.0,0.0,0.0,0.0,0.0,84.0
491,Missouri,New Madrid,2020.0,366.0,59.0,74.0,154.0,79.0,0.0,0.0,200.0
492,Missouri,Perry,2020.0,245.0,231.0,14.0,0.0,0.0,0.0,0.0,97.0
493,Missouri,Saint Charles,2020.0,366.0,335.0,27.0,4.0,0.0,0.0,0.0,112.0
494,Missouri,Saint Louis,2020.0,366.0,287.0,73.0,6.0,0.0,0.0,0.0,144.0
495,Missouri,Sainte Genevieve,2020.0,245.0,229.0,16.0,0.0,0.0,0.0,0.0,87.0
496,Missouri,St. Louis City,2020.0,366.0,224.0,137.0,4.0,1.0,0.0,0.0,155.0
497,Missouri,Stoddard,2020.0,43.0,40.0,3.0,0.0,0.0,0.0,0.0,62.0
498,Missouri,Taney,2020.0,102.0,100.0,2.0,0.0,0.0,0.0,0.0,57.0
499,Montana,Cascade,2020.0,359.0,338.0,18.0,3.0,0.0,0.0,0.0,115.0
500,Montana,Fergus,2020.0,366.0,342.0,21.0,1.0,2.0,0.0,0.0,157.0
501,Montana,Flathead,2020.0,366.0,317.0,41.0,3.0,5.0,0.0,0.0,190.0
502,Montana,Gallatin,2020.0,366.0,327.0,28.0,9.0,2.0,0.0,0.0,159.0
503,Montana,Lake,2020.0,98.0,94.0,1.0,1.0,2.0,0.0,0.0,174.0
504,Montana,Lewis and Clark,2020.0,366.0,311.0,50.0,1.0,4.0,0.0,0.0,164.0
505,Montana,Lincoln,2020.0,366.0,217.0,140.0,2.0,4.0,2.0,1.0,327.0
506,Montana,Missoula,2020.0,366.0,210.0,137.0,13.0,6.0,0.0,0.0,176.0
507,Montana,Phillips,2020.0,366.0,306.0,58.0,2.0,0.0,0.0,0.0,140.0
508,Montana,Powder River,2020.0,350.0,276.0,69.0,3.0,2.0,0.0,0.0,157.0
509,Montana,Powell,2020.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,11.0
510,Montana,Ravalli,2020.0,360.0,318.0,34.0,3.0,5.0,0.0,0.0,176.0
511,Montana,Richland,2020.0,366.0,354.0,12.0,0.0,0.0,0.0,0.0,68.0
512,Montana,Roosevelt,2020.0,60.0,58.0,2.0,0.0,0.0,0.0,0.0,55.0
513,Montana,Rosebud,2020.0,346.0,316.0,25.0,3.0,2.0,0.0,0.0,153.0
514,Montana,Sanders,2020.0,366.0,328.0,30.0,1.0,5.0,2.0,0.0,236.0
515,Montana,Sheridan,2020.0,88.0,86.0,2.0,0.0,0.0,0.0,0.0,53.0
516,Montana,Silver Bow,2020.0,366.0,317.0,41.0,5.0,3.0,0.0,0.0,173.0
517,Montana,Yellowstone,2020.0,366.0,331.0,32.0,2.0,1.0,0.0,0.0,160.0
518,Nebraska,Cass,2020.0,358.0,346.0,12.0,0.0,0.0,0.0,0.0,71.0
519,Nebraska,Douglas,2020.0,366.0,317.0,47.0,1.0,1.0,0.0,0.0,156.0
520,Nebraska,Hall,2020.0,338.0,314.0,24.0,0.0,0.0,0.0,0.0,85.0
521,Nebraska,Knox,2020.0,365.0,341.0,24.0,0.0,0.0,0.0,0.0,84.0
